track_id,track_name,artist_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness
314,Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",2,2023.0,3,14,320,6,116334601.0,5,48,2,1,9.0,142.0,G,Minor,70.0,76.0,79.0,26.0,0,11,7.0
315,Midnight Rain,Taylor Swift,1,2022.0,10,21,2612,4,433356509.0,19,29,21,0,0.0,140.0,C,Major,64.0,18.0,37.0,72.0,0,12,7.0
316,If We Ever Broke Up,Mae Stephens,1,2023.0,2,10,2040,4,165584767.0,81,27,66,9,444.0,116.0,G,Major,90.0,96.0,73.0,62.0,0,9,4.0
317,You Proof,Morgan Wallen,1,2022.0,5,13,2128,9,367814306.0,37,88,9,0,14.0,120.0,A,Major,73.0,64.0,85.0,25.0,0,61,3.0
318,La Inocente,"Feid, Mora",2,2022.0,4,1,2598,37,477033549.0,28,57,43,8,85.0,92.0,F,Minor,76.0,46.0,79.0,31.0,0,7,6.0
319,Malas Decisiones,Kenia Os,1,2022.0,10,26,542,2,156214700.0,23,2,21,0,0.0,110.0,G#,Minor,81.0,64.0,79.0,5.0,0,31,3.0
320,Murder In My Mind,Kordhell,1,2022.0,1,21,2459,20,448843705.0,20,68,50,0,22.0,120.0,A#,Major,71.0,57.0,97.0,1.0,0,13,11.0
321,Gangsta'S Paradise,"Coolio, L.V.",2,1995.0,7,11,10624,17,1357608774.0,21,0,386,0,0.0,80.0,G#,Major,63.0,40.0,61.0,9.0,0,56,6.0
322,Cairo,"Karol G, Ovy On The Drums",2,2022.0,11,13,2418,26,294352144.0,52,66,55,1,16.0,115.0,F,Minor,95.0,43.0,69.0,47.0,0,9,31.0
323,I Love You So,The Walters,1,2014.0,11,28,7536,7,972164968.0,44,19,135,0,6.0,76.0,A#,Major,58.0,46.0,67.0,65.0,0,13,4.0
324,Dark Red,Steve Lacy,1,2017.0,2,20,10431,7,920045682.0,71,53,181,0,10.0,172.0,F#,Major,60.0,77.0,78.0,45.0,0,12,6.0
325,Say You Won'T Let Go,James Arthur,1,2016.0,9,9,15722,16,2420461338.0,231,37,1509,0,13.0,99.0,A#,Major,40.0,45.0,56.0,69.0,0,9,5.0
326,The Hills,The Weeknd,1,2015.0,5,27,25744,4,1947371785.0,122,94,1992,0,18.0,136.0,C,Minor,36.0,12.0,57.0,9.0,0,14,8.0
327,Heart To Heart,Mac Demarco,1,2019.0,5,10,1640,0,244658767.0,27,27,29,1,1.0,150.0,G#,Minor,90.0,64.0,14.0,67.0,35,11,10.0
328,Peaches,Jack Black,1,2023.0,4,7,34,0,68216992.0,0,0,0,0,0.0,92.0,A#,Minor,71.0,41.0,31.0,79.0,0,10,5.0
329,Marisola,"Duki, Nicki Nicole, Cris Mj, Standly, Stars Music Chile",5,2022.0,12,15,1845,16,223582566.0,20,8,30,2,0.0,95.0,C#,Major,77.0,72.0,87.0,17.0,0,7,5.0
330,Lokera,"Brray, Rauw Alejandro, Lyanno",3,2022.0,7,25,3301,30,471819764.0,72,64,64,6,3.0,102.0,B,Minor,83.0,58.0,83.0,21.0,0,10,5.0
331,Low,Sza,1,2022.0,12,9,1911,0,272377463.0,23,71,14,0,9.0,145.0,C,Minor,70.0,34.0,55.0,43.0,0,16,6.0
332,Numb,Linkin Park,1,2003.0,3,24,20111,5,1361425037.0,39,0,7341,0,0.0,110.0,A,Major,50.0,24.0,86.0,0.0,0,64,4.0
333,Tormenta,"Gorillaz, Bad Bunny",2,2023.0,2,24,1529,0,149778242.0,32,18,39,2,0.0,95.0,C,Major,64.0,30.0,77.0,46.0,0,38,6.0
334,On The Street,"J-Hope, J. Cole",2,2023.0,3,3,615,2,116599790.0,22,82,8,0,9.0,94.0,B,Minor,68.0,81.0,82.0,53.0,0,9,13.0
335,One Thing At A Time,Morgan Wallen,1,2022.0,12,2,811,4,148469433.0,11,58,5,0,21.0,142.0,G,Major,61.0,92.0,91.0,0.0,0,26,3.0
336,Miss You,"Robin Schulz, Oliver Tree",2,2022.0,8,5,5730,10,497225336.0,108,16,197,3,165.0,145.0,F#,Minor,59.0,20.0,74.0,1.0,0,15,5.0
337,Ain'T That Some,Morgan Wallen,1,2023.0,3,3,356,4,88791109.0,4,20,0,0,0.0,121.0,F#,Minor,64.0,67.0,80.0,0.0,0,36,3.0
338,Thinkin' Bout Me,Morgan Wallen,1,2023.0,3,3,604,6,125917280.0,22,101,0,0,66.0,140.0,D#,Minor,66.0,43.0,76.0,49.0,0,12,3.0
339,Private Landing,"Don Toliver, Future, Justin Bieber",3,2023.0,2,23,1190,0,105062254.0,29,3,18,0,19.0,137.0,C#,Minor,84.0,44.0,67.0,8.0,0,11,6.0
340,Everything I Love,Morgan Wallen,1,2023.0,1,31,579,0,95623148.0,11,54,0,0,103.0,104.0,G#,Major,56.0,72.0,85.0,0.0,0,15,3.0
341,Heaven,Niall Horan,1,2023.0,2,17,1553,2,144584800.0,61,6,48,0,150.0,92.0,F,Major,57.0,68.0,76.0,7.0,0,33,3.0
342,Let Go,Central Cee,1,2022.0,12,15,2301,20,298063749.0,49,23,110,0,8.0,146.0,D,Minor,74.0,51.0,45.0,86.0,0,21,38.0
343,Sial,Mahalini,1,2023.0,1,23,134,4,166570053.0,4,6,0,0,23.0,120.0,D,Major,56.0,20.0,43.0,89.0,0,12,4.0
344,I Wrote The Book,Morgan Wallen,1,2023.0,1,31,430,0,83021468.0,15,17,0,0,0.0,144.0,D,Major,68.0,83.0,81.0,9.0,0,8,4.0
345,Apna Bana Le,"Arijit Singh, Sachin-Jigar",2,2022.0,11,5,86,0,139836056.0,11,101,0,0,48.0,94.0,A,Major,59.0,44.0,56.0,80.0,0,6,3.0
346,Spit In My Face!,Thxsomch,1,2022.0,10,31,629,14,303216294.0,32,3,9,0,0.0,94.0,G#,Major,73.0,65.0,79.0,5.0,2,11,6.0
347,Playa Del Inglés,"Myke Towers, Quevedo",2,2022.0,12,15,1701,15,221409663.0,30,15,34,2,47.0,113.0,G,Minor,79.0,66.0,74.0,8.0,0,11,5.0
348,Man Made A Bar,"Morgan Wallen, Eric Church",2,2023.0,3,3,329,0,58890931.0,14,35,1,0,0.0,148.0,E,Major,50.0,49.0,76.0,12.0,0,12,3.0
349,Red Ruby Da Sleeze,Nicki Minaj,1,2023.0,3,3,1168,0,81419389.0,45,11,20,0,21.0,98.0,C#,Major,70.0,29.0,73.0,12.0,0,11,26.0
350,Kahani Suno 2.0,Kaifi Khalil,1,2022.0,5,31,162,6,156777415.0,1,10,1,0,1.0,140.0,B,Major,58.0,26.0,38.0,91.0,0,10,4.0
351,Nobody Gets Me,Sza,1,2022.0,12,9,2536,6,284908316.0,59,100,58,13,2.0,100.0,G,Major,36.0,28.0,28.0,81.0,0,18,3.0
352,Pero Tú,"Karol G, Quevedo",2,2023.0,2,23,387,11,93438910.0,11,15,14,3,1.0,140.0,F#,Major,86.0,68.0,79.0,39.0,0,11,29.0
353,Hype Boy,Newjeans,1,2022.0,8,1,892,17,363472647.0,20,119,12,2,7.0,100.0,E,Minor,59.0,78.0,94.0,27.0,0,29,23.0
354,Bloody Mary,Lady Gaga,1,2011.0,1,1,3909,0,372476382.0,66,26,277,3,734.0,100.0,A,Minor,59.0,49.0,65.0,2.0,0,13,3.0
355,Monotonía,"Ozuna, Shakira",2,2022.0,10,19,3645,15,380726517.0,118,34,150,4,19.0,132.0,C,Minor,87.0,82.0,70.0,42.0,0,21,5.0
356,'98 Braves,Morgan Wallen,1,2023.0,3,3,282,0,56533272.0,6,15,0,0,0.0,142.0,D,Major,49.0,48.0,67.0,10.0,0,26,3.0
357,Wanda,Quevedo,1,2023.0,1,20,888,22,175399345.0,11,24,7,1,7.0,176.0,E,Minor,72.0,96.0,63.0,25.0,0,21,7.0
358,Thought You Should Know,Morgan Wallen,1,2022.0,5,6,968,4,203221468.0,16,53,1,0,61.0,140.0,F#,Major,53.0,51.0,70.0,49.0,0,14,3.0
359,In The End,Linkin Park,1,2000.0,10,24,25065,6,1624165576.0,63,0,6808,2,0.0,105.0,D#,Minor,55.0,40.0,90.0,1.0,0,32,6.0
360,Zona De Perigo,Leo Santana,1,2022.0,12,8,531,4,134294498.0,20,1,71,2,0.0,135.0,F,Major,81.0,97.0,77.0,75.0,0,35,3.0
361,Lovezinho,Treyce,1,2022.0,7,28,242,0,70069745.0,12,2,13,0,4.0,128.0,E,Minor,82.0,61.0,59.0,30.0,0,12,4.0
362,I Like You,"Post Malone, Doja Cat",2,2022.0,6,3,5281,14,609293408.0,94,21,80,15,38.0,101.0,F,Major,74.0,43.0,69.0,12.0,0,12,7.0
363,Neverita,Bad Bunny,1,2022.0,5,6,2590,30,671365962.0,20,64,35,6,0.0,122.0,A#,Major,88.0,43.0,50.0,7.0,0,14,5.0
364,Vista Al Mar,Quevedo,1,2022.0,9,8,1769,34,362361576.0,16,19,21,3,4.0,105.0,C,Minor,76.0,49.0,56.0,80.0,12,10,13.0
365,Sem Aliança No Dedo,"Mc Xenon, Os Gemeos Da Putaria",2,2022.0,12,23,454,4,93587665.0,6,1,21,0,1.0,83.0,C#,Major,53.0,40.0,36.0,73.0,0,11,33.0
366,Enemy,"Imagine Dragons, League Of Legends, Jid, Arcane",4,2021.0,9,3,6180,7,1223481149.0,122,88,580,21,10.0,77.0,B,Minor,72.0,59.0,76.0,24.0,0,42,28.0
367,Revenge,Xxxtentacion,1,2017.0,8,25,3600,11,1022258230.0,7,0,203,0,2.0,140.0,B,Minor,75.0,18.0,25.0,78.0,0,11,26.0
368,Bombonzinho,"Israel & Rodolffo, Ana Castela",2,2022.0,11,3,1254,6,263453310.0,26,69,73,2,6.0,158.0,C#,Major,65.0,72.0,95.0,31.0,0,92,5.0
369,La Canción,"J Balvin, Bad Bunny",2,2019.0,6,28,6398,31,1435127549.0,177,109,305,3,5.0,176.0,G,Major,75.0,43.0,65.0,15.0,0,11,32.0
370,¿Qué Más Pues?,"Yuridia, Angela Aguilar",2,2022.0,10,20,660,15,236857112.0,19,59,18,5,52.0,98.0,B,Major,73.0,88.0,57.0,56.0,0,5,2.0
371,Love Again,The Kid Laroi,1,2023.0,1,27,1283,0,147538971.0,57,4,48,0,0.0,107.0,B,Minor,66.0,47.0,40.0,72.0,0,11,3.0
372,After Hours,The Weeknd,1,2020.0,2,19,8084,6,698086140.0,45,115,218,1,221.0,109.0,F,Minor,66.0,16.0,57.0,10.0,1,12,3.0
373,About Damn Time,Lizzo,1,2022.0,7,15,2332,2,723894473.0,0,0,25,0,0.0,109.0,A#,Minor,84.0,72.0,74.0,10.0,0,34,7.0
374,Born With A Beer In My Hand,Morgan Wallen,1,2023.0,3,3,203,0,34450974.0,5,9,0,0,0.0,148.0,C,Major,53.0,61.0,81.0,5.0,0,36,4.0
375,Shinunoga E-Wa,Fujii Kaze,1,2020.0,5,20,685,14,403097450.0,24,94,9,0,23.0,158.0,F#,Minor,60.0,52.0,76.0,17.0,0,19,5.0
376,Besos Moja2,"Wisin & Yandel, Rosalía",2,2022.0,9,29,2460,13,309483971.0,53,7,56,3,1.0,94.0,F,Minor,74.0,64.0,73.0,6.0,0,10,6.0
377,Maan Meri Jaan,King,1,2022.0,10,12,288,6,319566866.0,11,80,1,0,8.0,96.0,F#,Minor,70.0,40.0,51.0,35.0,0,10,4.0
378,Moscow Mule,Bad Bunny,1,2022.0,5,6,4572,33,909001996.0,74,113,85,9,2.0,100.0,F,Minor,80.0,29.0,67.0,29.0,0,12,3.0
379,My Universe,"Coldplay, Bts",2,2021.0,9,24,6127,13,1061966512.0,0,0,0,0,0.0,105.0,A,Major,58.0,42.0,68.0,1.0,0,14,4.0
380,Devil Don'T Cry,Morgan Wallen,1,2023.0,3,3,166,0,32526947.0,2,10,0,0,0.0,125.0,C,Major,53.0,32.0,66.0,38.0,0,9,3.0
381,Llylm,Rosalía,1,2023.0,1,27,1838,0,124988687.0,105,41,114,1,59.0,170.0,F#,Minor,56.0,56.0,63.0,13.0,0,19,27.0
382,I'M Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",3,2023.0,1,27,1890,0,103787664.0,86,1,49,0,9.0,115.0,C,Major,70.0,84.0,90.0,17.0,0,41,6.0
383,Trustfall,P!Nk,1,2023.0,1,27,2098,16,134255790.0,88,24,101,7,451.0,122.0,G#,Major,64.0,25.0,89.0,0.0,0,15,9.0
384,Antifragile,Le Sserafim,1,2022.0,10,17,761,12,301051721.0,23,95,11,0,3.0,105.0,A#,Minor,88.0,82.0,80.0,8.0,0,11,8.0
385,Boy'S A Liar,Pinkpantheress,1,2022.0,11,30,1225,0,156338624.0,27,0,28,13,0.0,133.0,F,Major,66.0,74.0,84.0,25.0,0,21,4.0
386,Vibe,"Taeyang, Jimin",2,2023.0,1,13,415,2,152850295.0,15,40,21,1,15.0,100.0,C,Major,79.0,60.0,68.0,7.0,0,26,4.0
387,Shirt,Sza,1,2022.0,10,28,3469,0,309653982.0,71,95,31,0,2.0,120.0,D#,Minor,82.0,55.0,45.0,15.0,3,9,10.0
388,Lift Me Up,Rihanna,1,2022.0,10,28,3311,0,297328960.0,129,31,212,1,41.0,177.0,A,Major,25.0,17.0,30.0,90.0,0,13,3.0
389,Star Walkin',Lil Nas X,1,2022.0,9,22,2616,0,332506354.0,113,17,208,0,192.0,142.0,D,Minor,64.0,31.0,72.0,15.0,0,9,5.0
390,"Sex, Drugs, Etc.",Beach Weather,1,2016.0,11,4,3006,16,480507035.0,47,60,87,12,124.0,144.0,E,Minor,57.0,47.0,84.0,1.0,1,52,4.0
391,Boy With Luv,"Halsey, Bts",2,2019.0,4,12,4260,0,1065580332.0,113,92,259,0,1.0,120.0,B,Minor,65.0,80.0,86.0,9.0,0,19,10.0
392,"Hey, Mickey!",Baby Tate,1,2016.0,9,27,482,0,122763672.0,9,1,12,4,3.0,135.0,D,Major,92.0,73.0,51.0,55.0,0,15,6.0
393,Calm Down,Rema,1,2022.0,2,9,4013,10,445763624.0,107,44,750,22,0.0,107.0,B,Major,81.0,82.0,78.0,38.0,0,12,4.0
395,Escapism.,"Raye, 070 Shake",2,2022.0,11,25,1368,0,184308753.0,12,1,11,0,8.0,108.0,F#,Minor,44.0,38.0,77.0,9.0,0,9,20.0
396,Space Song,Beach House,1,2015.0,1,1,17852,4,789753877.0,69,76,335,0,0.0,147.0,C,Minor,51.0,62.0,79.0,22.0,13,14,3.0
397,Dreamers,"Bts, Jung Kook, Fifa Sound",3,2022.0,11,20,889,20,323358833.0,11,78,35,0,21.0,115.0,C,Major,71.0,34.0,88.0,16.0,0,44,4.0
398,Te Felicito,"Shakira, Rauw Alejandro",2,2022.0,4,21,4796,9,606361689.0,124,66,212,13,1.0,174.0,F,Major,70.0,57.0,64.0,23.0,0,8,32.0
399,Muñeca,"Steve Aoki, Tini, La Joaqui",3,2023.0,1,12,658,6,120972253.0,33,7,53,2,0.0,90.0,A#,Minor,68.0,83.0,71.0,3.0,0,31,8.0
400,Tv,Billie Eilish,1,2022.0,7,21,3009,2,338564981.0,68,89,65,0,25.0,141.0,E,Minor,41.0,9.0,25.0,84.0,1,14,4.0
401,I'M Not The Only One,Sam Smith,1,2014.0,1,1,17492,3,1606986953.0,136,24,1959,0,30.0,82.0,F,Major,68.0,50.0,49.0,56.0,0,8,4.0
402,Heather,Conan Gray,1,2020.0,3,20,6170,7,1301799902.0,82,1,231,0,2.0,92.0,F,Major,47.0,25.0,43.0,62.0,0,32,3.0
403,Besharam Rang,"Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,2022.0,12,12,130,4,140187018.0,21,79,2,0,0.0,116.0,G#,Minor,77.0,65.0,80.0,6.0,0,15,4.0
404,One Kiss,"Calvin Harris, Dua Lipa",2,2017.0,6,2,27705,10,1897517891.0,537,122,2726,6,0.0,124.0,A,Minor,79.0,59.0,86.0,4.0,0,8,11.0
405,Sugar Rush Ride,Tomorrow X Together,1,2023.0,1,27,359,0,107642809.0,12,56,13,0,13.0,125.0,A#,Minor,71.0,83.0,89.0,1.0,0,17,9.0
406,Pink Venom,Blackpink,1,2022.0,8,19,1963,16,551305895.0,57,119,77,1,13.0,90.0,C,Major,80.0,71.0,69.0,2.0,0,27,10.0
407,Wait For U,"Drake, Future, Tems",3,2022.0,4,27,5491,14,556585270.0,128,84,75,0,35.0,83.0,C#,Major,46.0,34.0,64.0,31.0,0,7,34.0
408,Don'T Start Now,Dua Lipa,1,2019.0,10,31,27119,0,2303033973.0,532,77,1535,3,8.0,124.0,B,Minor,79.0,68.0,79.0,1.0,0,10,8.0
409,After Dark,Mr.Kitty,1,2014.0,8,8,1776,14,646886885.0,1,9,3,0,0.0,140.0,G#,Major,58.0,4.0,60.0,7.0,41,8,3.0
410,Eu Gosto Assim,"Gustavo Mioto, Mari Fernandez",2,2022.0,9,16,1473,4,222612678.0,27,64,66,1,4.0,154.0,C,Major,64.0,61.0,91.0,15.0,0,72,4.0
411,Industry Baby,"Jack Harlow, Lil Nas X",2,2021.0,7,23,13315,0,1814349763.0,300,47,690,0,0.0,150.0,D#,Minor,74.0,89.0,70.0,2.0,0,5,6.0
412,Middle Of The Night,Elley Duhé,1,2020.0,1,10,4057,8,872137015.0,78,21,240,1,52.0,186.0,E,Minor,41.0,9.0,61.0,2.0,0,12,5.0
413,Atlantis,Seafret,1,2015.0,4,22,3045,6,571386359.0,43,53,134,1,32.0,166.0,G#,Minor,40.0,23.0,48.0,5.0,0,12,3.0
414,Punto 40,"Baby Rasta, Rauw Alejandro",2,2022.0,9,22,3006,12,304079786.0,54,32,66,2,0.0,107.0,C,Major,87.0,20.0,83.0,0.0,4,31,9.0
415,Evoque Prata,"Dj Escobar, Mc Menor Sg, Mc Menor Hr",3,2022.0,9,9,852,0,174006928.0,14,1,50,0,0.0,87.0,G,Major,87.0,52.0,52.0,31.0,0,28,24.0
416,How Do I Say Goodbye,Dean Lewis,1,2022.0,8,5,2163,15,284785823.0,72,97,58,0,154.0,82.0,G#,Major,40.0,39.0,64.0,21.0,0,7,7.0
417,Blind,Sza,1,2022.0,12,9,1484,0,163284000.0,22,51,12,0,0.0,114.0,A,Minor,46.0,60.0,28.0,91.0,0,21,4.0
418,Die For You,Joji,1,2022.0,11,4,1703,0,246390068.0,38,45,36,16,0.0,148.0,G#,Major,47.0,15.0,52.0,38.0,13,29,5.0
419,Doja,Central Cee,1,2022.0,7,20,4169,44,482257456.0,57,44,183,1,11.0,140.0,F#,Major,91.0,97.0,57.0,38.0,0,40,29.0
420,Gatita,Bellakath,1,2022.0,10,3,1054,0,168684524.0,9,0,15,0,1.0,101.0,G,Major,90.0,76.0,81.0,15.0,24,33,6.0
421,Rumble,"Skrillex, Flowdan, Fred Again..",3,2022.0,1,17,2849,0,78489819.0,39,45,27,0,1.0,140.0,C#,Minor,81.0,6.0,84.0,5.0,23,6,6.0
422,Niagara Falls,"Travis Scott, 21 Savage, Metro Boomin",3,2022.0,12,2,1602,0,195516622.0,12,22,12,0,2.0,88.0,G,Minor,49.0,24.0,66.0,19.0,0,18,29.0
423,Yonaguni,Bad Bunny,1,2021.0,6,4,9644,28,1260594497.0,120,86,164,4,0.0,180.0,C#,Major,64.0,44.0,65.0,28.0,0,14,12.0
424,Super Freaky Girl,Nicki Minaj,1,2022.0,8,12,4827,0,428685680.0,104,17,76,9,2.0,133.0,D,Major,95.0,91.0,89.0,6.0,0,31,24.0
425,Running Up That Hill,Kate Bush,1,1985.0,9,16,21811,0,1024858327.0,117,1,676,3,0.0,108.0,A#,Minor,63.0,20.0,55.0,72.0,0,6,6.0
426,Dream On,Aerosmith,1,1973.0,1,5,168,0,838586769.0,0,0,5,0,0.0,80.0,F,Minor,39.0,24.0,43.0,39.0,0,23,3.0
427,Limbo,Freddie Dredd,1,2022.0,8,11,688,0,199386237.0,14,1,17,0,2.0,75.0,B,Minor,80.0,46.0,62.0,3.0,6,11,46.0
428,Where Are You Now,"Lost Frequencies, Calum Scott",2,2021.0,7,30,10565,44,972509632.0,238,122,557,17,58.0,121.0,F#,Minor,67.0,26.0,64.0,52.0,0,17,10.0
429,Worth Nothing,"Twisted, Oliver Tree",2,2022.0,9,28,1612,0,213438580.0,34,54,34,0,2.0,140.0,D,Minor,58.0,17.0,62.0,18.0,0,20,8.0
430,Bad Habits,Ed Sheeran,1,2020.0,9,3,12755,8,1555511105.0,344,97,945,15,0.0,126.0,B,Minor,81.0,59.0,90.0,5.0,0,36,3.0
431,Kick Back,Kenshi Yonezu,1,2022.0,10,12,574,4,210038833.0,38,101,26,0,0.0,102.0,C#,Major,58.0,29.0,94.0,0.0,0,9,11.0
432,Evergreen,Omar Apollo,1,2022.0,4,8,2499,0,227918678.0,70,0,49,0,0.0,82.0,A,Major,70.0,31.0,34.0,60.0,1,11,4.0
433,Good Days,Sza,1,2020.0,12,24,10426,2,826623384.0,133,109,182,1,10.0,121.0,C#,Minor,46.0,53.0,78.0,23.0,0,72,6.0
434,Levitating,"Dua Lipa, Dababy",2,2020.0,3,27,15894,8,1802514301.0,198,13,544,0,60.0,103.0,F#,Minor,70.0,92.0,83.0,1.0,0,7,6.0
435,Woman,Doja Cat,1,2021.0,6,25,9424,0,1329090101.0,202,50,463,4,0.0,108.0,F,Minor,82.0,88.0,76.0,9.0,0,12,9.0
436,Shut Up My Moms Calling,Hotel Ugly,1,2022.0,9,14,713,7,181831132.0,2,4,6,0,0.0,85.0,F,Minor,65.0,36.0,47.0,31.0,0,12,10.0
437,Ferrari,"James Hype, Miggy Dela Rosa",2,2022.0,3,14,7758,28,462791599.0,173,79,175,0,168.0,125.0,C#,Minor,84.0,70.0,69.0,1.0,0,5,5.0
438,"You'Re On Your Own, Kid",Taylor Swift,1,2022.0,10,21,2537,2,348647203.0,8,18,20,0,1.0,120.0,D,Major,69.0,40.0,39.0,41.0,0,13,6.0
439,Kesariya,"Pritam, Arijit Singh, Amitabh Bhattacharya",3,2022.0,7,17,292,6,366599607.0,26,98,4,0,0.0,94.0,C,Major,58.0,44.0,57.0,57.0,0,10,3.0
441,Payphone,"Maroon 5, Wiz Khalifa",2,2012.0,1,1,14143,4,1479264469.0,56,38,1891,1,0.0,110.0,E,Major,74.0,51.0,74.0,2.0,0,29,4.0
442,All I Want For Christmas Is You,Mariah Carey,1,1994.0,10,28,25653,0,1449779435.0,387,132,2094,0,0.0,150.0,G,Major,34.0,33.0,63.0,16.0,0,7,4.0
443,Last Christmas,Wham!,1,1984.0,1,1,22153,0,1159176109.0,274,111,1302,0,0.0,107.0,B,Minor,74.0,88.0,65.0,28.0,0,46,3.0
444,Rockin' Around The Christmas Tree,Brenda Lee,1,1958.0,1,1,14994,0,769213520.0,191,168,206,0,0.0,140.0,G#,Major,70.0,85.0,41.0,71.0,0,45,5.0
445,Jingle Bell Rock,Bobby Helms,1,1957.0,1,1,10326,0,741301563.0,165,99,104,0,0.0,119.0,D,Major,74.0,78.0,37.0,84.0,0,6,3.0
446,It'S Beginning To Look A Lot Like Christmas,Michael Bublé,1,2011.0,10,14,12353,0,807561936.0,35,0,549,0,0.0,93.0,E,Major,35.0,38.0,23.0,91.0,0,29,3.0
447,Santa Tell Me,Ariana Grande,1,2013.0,12,13,9408,0,834129063.0,231,106,439,0,0.0,133.0,G,Major,46.0,53.0,63.0,5.0,0,30,18.0
448,It'S The Most Wonderful Time Of The Year,Andy Williams,1,1963.0,10,14,8879,0,663832097.0,182,107,160,0,1.0,202.0,G,Major,24.0,76.0,60.0,77.0,0,12,4.0
449,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1,1959.0,11,16,6512,0,446390129.0,88,1,277,0,0.0,134.0,C#,Major,45.0,72.0,24.0,91.0,0,18,4.0
450,Snowman,Sia,1,2017.0,1,1,5140,0,690104769.0,85,110,500,0,0.0,105.0,C#,Major,72.0,33.0,51.0,48.0,0,9,3.0
451,Underneath The Tree,Kelly Clarkson,1,2013.0,10,25,6596,0,485285717.0,144,99,251,0,0.0,160.0,G#,Major,51.0,69.0,81.0,0.0,0,21,5.0
452,Feliz Navidad,José Feliciano,1,1970.0,11,1,3788,0,520034544.0,21,3,10,0,0.0,148.0,D,Major,50.0,96.0,82.0,47.0,0,34,4.0
453,Holly Jolly Christmas,Michael Bublé,1,2011.0,10,14,7655,0,476244795.0,5,0,291,0,0.0,151.0,G,Major,65.0,70.0,47.0,87.0,0,9,4.0
454,Mistletoe,Justin Bieber,1,2011.0,1,1,9577,0,629173063.0,195,111,310,0,0.0,162.0,F#,Minor,67.0,88.0,54.0,51.0,0,9,4.0
455,Sleigh Ride,The Ronettes,1,1963.0,11,22,10114,0,404664135.0,114,74,262,0,0.0,92.0,D,Major,53.0,84.0,77.0,40.0,0,32,3.0
456,Seek & Destroy,Sza,1,2022.0,12,9,1007,0,98709329.0,5,31,1,0,0.0,152.0,C#,Major,65.0,35.0,65.0,44.0,18,21,7.0
457,Love Language,Sza,1,2022.0,12,9,1127,0,110849052.0,16,63,8,0,0.0,65.0,A,Minor,71.0,55.0,26.0,85.0,0,13,8.0
458,Happy Xmas,"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",4,1971.0,12,1,10829,0,460492795.0,130,1,390,0,0.0,147.0,D,Major,33.0,39.0,61.0,32.0,0,77,3.0
459,Used,"Sza, Don Toliver",2,2022.0,12,8,1042,0,94005786.0,7,29,3,0,0.0,150.0,A#,Minor,73.0,71.0,69.0,53.0,0,32,9.0
460,A Holly Jolly Christmas,Burl Ives,1,1952.0,1,1,7930,0,395591396.0,108,120,73,0,0.0,140.0,A#,Major,67.0,81.0,36.0,64.0,0,15,3.0
461,The Christmas Song,Nat King Cole,1,1946.0,11,1,11500,0,389771964.0,140,72,251,0,0.0,139.0,C#,Major,36.0,22.0,15.0,84.0,0,11,4.0
462,Wonderful Christmastime,Paul Mccartney,1,1979.0,11,16,1685,0,403939487.0,1,0,29,0,0.0,95.0,B,Major,75.0,74.0,58.0,36.0,0,9,3.0
463,Do They Know It'S Christmas?,Band Aid,1,1984.0,11,25,14169,0,481697415.0,209,30,449,0,0.0,115.0,C,Major,60.0,23.0,57.0,0.0,2,27,3.0
464,Ghost In The Machine,"Sza, Phoebe Bridgers",2,2022.0,12,9,1634,0,110073250.0,16,20,4,0,0.0,125.0,F#,Major,62.0,59.0,43.0,84.0,3,11,5.0
465,Special,Sza,1,2022.0,12,9,906,0,88092256.0,6,21,3,0,0.0,76.0,C,Major,60.0,19.0,20.0,78.0,0,11,5.0
466,Merry Christmas Everyone,Shakin' Stevens,1,1984.0,1,1,1087,0,351636786.0,90,35,5,0,0.0,101.0,C#,Minor,72.0,91.0,87.0,14.0,0,13,3.0
467,Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",2,1950.0,1,1,10585,0,473248298.0,126,108,406,0,0.0,143.0,D,Major,60.0,86.0,32.0,88.0,0,34,6.0
468,Sos,Sza,1,2022.0,12,9,827,0,73981293.0,6,18,1,0,0.0,119.0,G,Minor,51.0,51.0,66.0,67.0,0,9,23.0
469,Open Arms,"Sza, Travis Scott",2,2022.0,12,8,1420,4,155653938.0,13,87,17,0,46.0,78.0,A,Major,67.0,22.0,59.0,76.0,1,15,16.0
470,White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",3,1942.0,1,1,11940,0,395591396.0,73,79,123,0,0.0,96.0,A,Major,23.0,19.0,25.0,91.0,0,40,3.0
471,Driving Home For Christmas,Chris Rea,1,1986.0,1,1,888,0,429504768.0,50,0,6,0,0.0,180.0,A,Major,51.0,87.0,58.0,36.0,0,18,4.0
